employer_names,lon,lat
FIGMINTS DELICIOUS DESIGN LLC,-71.3825558,41.878711
"FINANCIAL NEURAL COMPUTING, INC.",-89.5192484,34.3664951
"FINFROCK DESIGN-MANUFACTURE-CONSTRUCT, INC.",-81.5322149,28.6934076
"FIREEYE, INC.",-77.1188678,39.0445535
FIRST IN QUALITY CARE LLC,-76.9105483,38.6265124
FIS MANAGEMENT SERVICES LLC,-122.5352539,37.9340915
FISCHER ENVIRONMENTAL SERVICES,-90.0656311,30.3582506
"FISERV GLOBAL SERVICES, INC.",-71.0536625,42.40843
"FISKARS BRANDS, INC.",-89.5889864,40.6936488
"FLEX RENTAL SOLUTIONS, LLC",-77.2002745,40.2010241
FLIGHTLINE AIR SERVICE LLC,-92.4343035,31.3224044
"FLOOR AND DECOR OUTLETS OF AMERICA, INC.",-84.5143761,33.8839926
FLORENCE COUNTY SCHOOL DISTRICT THREE,-79.7553451,33.8709958
FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,-84.2807329,30.4382559
FLORIDA INSTITUTE FOR HUMAN AND MACHINE COGNITION,-87.2169149,30.421309
FLORIDA INTERNATIONAL UNIVERSITY,-80.1917902,25.7616798
"FLORIDA IPS MEDICAL SERVICES, P.A.",-80.8297828,27.2439349
FLOW COMMERCE INC.,-74.0323626,40.7439905
FLOWSERVE U.S. INC.,-75.7382478,41.353413
FLSMIDTH USA INC.,-111.8999353,40.6110589
FLYER CONSULTING LLC,-73.6473511,40.7887117
FLYSOFT INC,-74.4401513,40.3526079
FMD K&L INC.,-122.2220673,47.5706548
FOCUS IT INC,-121.6555013,36.6777372
FOCUS IT INC,-88.5364954,44.3002628
"FOOD AND DRUG ADMINISTRATION, HHS",-91.9099238,34.227351
FOOD GUSTO INC,-74.171811,40.9167654
"FOREVER LIVING PRODUCTS INTERNATIONAL, LLC",-111.9260519,33.4941704
"FORMOSA PLASTICS CORPORATION, TEXAS",-96.5602537,28.6797169
FORRESTEL FARM RIDING & SPORTS CAMP,-78.3869685,43.2200583
FORT STOCKTON INDEPENDENT  SCHOOL DISTRICT,-102.8793222,30.8940431
"FORTIRA, INC.",-74.7618284,40.3892726
FRANCISCAN HEALTH SYSTEM,-122.518458,47.1717649
FRANK'S MULTISERVICE CORP,-73.7154014,40.7243707
FRANKLIN CLINIC CORPORATION,-76.9224608,36.6776507
"FRED V. FOWLER CO., INC.",-71.2092214,42.3370413
"FREMONT VETERINARY CLINIC, INC.",-121.2907796,37.9577016
FRESNO COUNCIL OF GOVERNMENTS,-119.7725868,36.7468422
"FUJITSU AMERICA, INC.",-75.5993692,38.3606736
"FUJITSU AMERICA, INC.",-76.6310662,36.9823709
"FUJITSU AMERICA, INC.",-94.9774274,29.7355047
"FUJITSU AMERICA, INC.",-82.4645714,34.7023389
"FUJITSU AMERICA, INC.",-75.2207323,40.688432
"FUJITSU AMERICA, INC.",-73.6509622,40.7998227
"FUJITSU AMERICA, INC.",-81.3459405,41.2392227
"FUSION PLUS SOLUTIONS, INC",-74.1409771,41.0573188
FUTURE STARS TENNIS ACADEMY AT HARBOURVIEW< LLC,-72.5678041,40.8598656
FUTURE TECHNOLOGIES INC.,-74.4073736,40.6337136
FUYAO GLASS AMERICA INC.,-84.2193849,39.7061702
FVG INC.,-68.6719411,44.8831125
"GALAXY I TECHNOLOGIES, INC.",-96.3977442,30.1668828
GALLUP MCKINLEY COUNTY PUBLIC SCHOOLS,-108.7425843,35.5280783
"GANDARA MENTAL HEALTH CENTER, INC.",-72.6203675,42.1070383
GARDEN CITY UNIFIED SCHOOL DISTRICT #457,-100.8726618,37.9716898
"GARDEN SCHOOL, INC.",-73.8830701,40.7556818
"GATEWAYS REHABILITATION ,LLC",-118.4571974,34.3058279
GATEWAYS REHABILITATION SERVICES LLC,-117.865339,34.1361187
"GE OIL & GAS, INC.",-71.2689461,42.5584218
"GEE AUTOMOTIVE LIBERTY LAKE, LLC",-117.1124241,47.6743428
GEISINGER CLINIC,-75.8813075,41.2459149
GEISINGER CLINIC,-76.6127329,40.96342
GEISINGER MEDICAL CENTER,-76.4549457,41.003698
GELS LOGISTICS INC.,-88.1347927,41.9125286
"GEMINI CONSULTING & SERVICES, LLC",-90.407341,38.5389423
"GEN X CLOTHING, INC.",-118.230073,34.003903
GENERAL BOARD OF GLOBAL MINISTRIES,-78.898619,35.9940329
"GENERAL CABLE INDUSTRIES, INC.",-84.4518854,39.0331169
GENERAL HOSPITAL CORPORATION,-71.0602131,42.3782065
"GENESIS ELDERCARE REHABILITATION SERVICES, INC.",-122.6269768,47.5650067
"GENESIS ELDERCARE REHABILITATION SERVICES, LLC",-74.2290319,40.8517876
"GENESYS TELECOMMUNICATIONS LABORATORIES, INC.",-122.4702079,37.6879241
"GENISIS TECHNOLOGY SOLUTIONS, INC.",-74.6472522,40.5106322
"GENIUS MEDIA GROUP, INC.",-73.9441579,40.6781784
GENTEX CORPORATION,-86.018651,42.8125246
GEO LOGIC SYSTEMS CORP,-74.2098679,40.9050988
"GEOMATRIX SOFTWARE SERVICES, INC.",-74.5384889,40.5684363
GEORGE FOX UNIVERSITY,-122.9731565,45.3001178
"GEORGE VENTURES, LLC",-73.1856832,44.491438
"GEORGIA AQUARIUM, INC.",-84.3879824,33.7489954
"GEORGIA INPATIENT MEDICINE ASSOCIATES, LLC",-84.4393724,33.6795531
GEORGIA SOUTHERN UNIVERSITY,-81.7831674,32.4487876
"GERRESHEIMER GLASS, INC.",-75.0259637,39.4863773
GETTYSBURG COLLEGE,-77.2310955,39.8309293
"GHG, LLC",-88.0797933,41.9847504
GILMER ROAD ANIMAL HOSPITAL,-88.0039653,42.263079
"GLAS-COL, LLC",-87.4139092,39.4667034
GLOBAL BRIDGE INFOTECH INC,-85.3904888,31.2232313
"GLOBAL BUSINESS DIMENSIONS, INC",-74.2958532,40.9681661
"GLOBAL EAGLE ENTERTAINMENT, INC.",-88.0078435,41.8800296
GLOBAL HEALTHCARE SERVICES INC.,-118.032844,33.9791793
GLOBAL INTERNET MANAGEMENT CORP,-75.2304038,40.0131418
GLOBAL LAW GROUP CORPORATION,-118.1503488,34.1161196
"GLOBAL LOGISTICAL CONNECTIONS, INC",-118.2200712,33.8958492
"GLOBAL SOFT SYSTEMS, INC.",-85.8241312,38.2856247
"GLOBAL TEACHERS RESEARCH & RESOURCES, INC",-84.3393683,33.5831662
"GLOBAL TEACHERS RESEARCH & RESOURCES, INC",-83.8601827,33.5967815
"GLOBAL TEACHERS RESEARCH & RESOURCES, INC",-84.4493725,33.6534427
GLOBAL TEACHERS SOLUTIONS LLC,-83.357567,33.9519347
"GLOBAL TUBING, LLC",-94.8852026,30.0466051
"GLOBALFOUNDRIES U.S. 2, LLC",-73.1112207,44.4905433
"GLOBALFOUNDRIES U.S. 2, LLC",-73.7956884,41.5534267
"GLOBALSTAR, INC.",-90.1009108,30.4754702
"GLORIAN, INC",-74.360846,40.4594021
GM VETERINARY CORP.,-121.4252227,37.7396513
"GMB NORTH AMERICA, INC.",-74.5101536,40.372607
GNR SYSTEMS,-122.0807964,37.6688205
GNR SYSTEMS,-111.8638226,40.5246711
"GNR SYSTEMS, INC.",-89.640658,40.5675388
GOBIND GILL DVM INC,-119.7029194,36.8252277
GOLDEN STATE FC LLC,-117.1825381,34.0555693
GOLDLINE TECHNOLOGIES INC,-97.1430671,32.844017
GOOD METHODS GLOBAL INC,-81.407571,28.2919557
"GOODYEAR ANIMAL HOSPITAL, PLC",-112.3576567,33.4353394
"GORBEL, INC.",-77.4088794,42.9825633
"GOWORLDNET, INC.",-74.0434736,40.8859325
GP STRATEGIES CORPORATION,-86.5263857,39.165325
GRAND SK CORP,-74.0970865,40.833989
GRAND SK CORP,-74.1243063,40.8120171
"GRANDISON MANAGEMENT, INC.",-74.013473,41.0887073
"GRANDISON MANAGEMENT, INC.",-75.5235149,42.531184
"GRANDISON MANAGEMENT, INC.",-78.7439189,42.7675593
"GRANDISON MANAGEMENT, INC.",-81.9228604,28.9174855
"GRANDISON MANAGEMENT, INC.",-98.9911611,31.7093197
"GRANDISON MANAGEMENT, INC.",-97.9647269,29.5688411
GRANTS MANAGEMENT SYSTEMS INC.,-77.0763669,39.0256651
GREAT WALL ENRICHMENT CENTER,-81.4412259,41.3897764
GREEN APPLES MED SYSTEMS LLC,-81.1881557,37.7781702
GREEN KEY TEMP LLC,-87.8960712,42.304505
"GREENFIELD INDUSTRIES, INC.",-82.9532036,34.6856555
"GREENLIGHT TECHNOLOGIES, INC.",-74.8593318,40.5123258
"GREENWICH COUNTRY DAY SCHOOL, INC.",-73.6281964,41.0262417
"GRIFFIN FACULTY PRACTICE PLAN, INC.",-73.0889973,41.3206523
GRISDO INC.,-71.0183787,42.0834335
GRUNDFOS PUMPS CORPORATION,-95.9510661,29.7860643
"GRUPO ANTOLIN KENTUCKY, INC.",-87.4886186,36.8656008
GRYPHON ENTERPRISES INC,-80.2133808,26.1403635
GSSR INC,-77.4105409,39.4142688
"GUILD DEVELOPMENT, LLC",-85.3096801,35.0456297
"GUTHRIE MEDICAL GROUP, P.C.",-76.515499,41.9789631
"GUTHY-RENKER, LLC",-118.4911912,34.0194543
H. LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE,-82.4571776,27.950575
"HAMER ENVIRONMENTAL, L.P.",-122.6764816,45.5230622
HAMPDEN CHARTER SCHOOL OF SCIENCE,-72.6078672,42.1487043
HANLIN ACADEMY INC,-122.2758008,37.5202145
HANTAL ALABAMA CORPORATION,-85.3057779,32.7848521
"HARDEE SERVICES OF REHABILITATION, INC.",-81.440907,27.495592
"HARMAN CONNECTED SERVICES, INC.",-96.6988856,33.0198431
"HARRIS & FORSTOT, INC.",-118.3995194,33.8622366
HARRIS TEETER LLC,-80.7236804,35.1168131
"HARVARD HEARING, INC.",-117.6962824,33.590277
"HASHROCKET, INC.",-81.3961338,30.2841224
"HAZERA SEEDS, INC.",-119.1005657,46.2395793
"HCL AMERICA, INC.",-122.7737062,45.2998418
"HCL AMERICA, INC.",-72.5441445,42.0027181
"HCL AMERICA, INC.",-92.2895948,34.7464809
"HCL AMERICA, INC.",-84.2472116,43.6155825
"HCL AMERICA, INC.",-75.2964708,40.2090521
"HCL AMERICA, INC.",-74.7361013,40.3016375
"HCL AMERICA, INC.",-74.4173877,40.8652865
"HCL AMERICA, INC.",-84.2943821,39.1753377
"HCL AMERICA, INC.",-104.8213634,38.8338816
"HCL AMERICA, INC.",-77.6735804,39.7787655
HCL GLOBAL SYSTEMS INC,-75.7116032,39.8467767
HCL GLOBAL SYSTEMS INC,-89.0187222,42.6827885
HCL GLOBAL SYSTEMS INC,-80.8872959,35.7826363
HCL GLOBAL SYSTEMS INC,-93.77236,41.6060873
"HCM TEK, INC",-122.1560768,37.7249296
HEALTH ACCESS NETWORK,-75.3826921,39.8526124
HEALTH ACCESS NETWORK,-75.3557457,39.849557
"HEALTH CAROUSEL, LLC",-104.5230242,33.3942655
"HEALTH CAROUSEL, LLC",-104.2288375,32.4206736
"HEALTH INTEGRITY, LLC",-76.0763305,38.7742826
"HEALTHCARESOURCE HR, INC.",-71.1522765,42.4792618
HEART AND VASCULAR SPECIALISTS OF OKLAHOMA PLLC,-96.9253004,35.3272928
"HEIDELBERG USA, INC.",-84.6154897,34.0234337
HENRICO COUNTY PUBLIC SCHOOLS,-77.5063739,37.665978
HENRY COUNTY SCHOOLS,-79.8725386,36.6915262
"HENRY SCHEIN, INC.",-73.4151214,40.7934322
"HERITAGE CARE, INC.",-76.4921829,38.9784453
"HERITAGE HEALTHCARE, LLC",-77.6138802,38.7956706
HEWLETT PACKARD ENTERPRISE COMPANY,-71.5128022,42.5372893
HEWLETT-PACKARD COMPANY,-106.6630437,35.2327544
"HEXAWARE TECHNOLOGIES, INC.",-93.5323103,44.8619645
"HEXAWARE TECHNOLOGIES, INC.",-121.7816704,42.224867
"HHC SOUTH CAROLINA, INC.",-79.0478143,33.8360034
"HIGHPOINT SOLUTIONS, LLC",-75.3365695,40.1517741
"HILLCREST EDUCATIONAL CENTERS, INC.",-73.2848762,42.3564609
"HIRE IT PEOPLE, LLC",-86.2999689,32.3668052
"HIRE IT PEOPLE, LLC",-74.290702,40.4778838
"HIRSCHBACH MOTOR LINES, INC.",-90.6645718,42.5005583
HIS KINGDOM ANIMAL HOSPITAL,-121.9999606,37.8215929
HISTOGENETICS,-73.8615246,41.1628731
HITACHI CONSULTING CORPORATION,-92.9746367,43.6666296
HITACHI CONSULTING CORPORATION,-84.0371659,41.8975471
"HITACHI HIGH TECHNOLOGIES AMERICA, INC.",-121.9552356,37.3541079
"HOEFER WYSOCKI ARCHITECTS, LLC",-94.6169012,38.966673
"HOSPIRA, INC.",-97.6642087,38.3708415
"HOSPITALST MEDICINE PHYSICIANS OF MARYLAND, PC",-78.7625185,39.6528654
HOUSTON ADVANCED RESEARCH CENTER,-95.4612625,30.1658207
"HOUSTON ZOO, INC.",-95.3698028,29.7604267
HULT INTERNATIONAL BUSINESS SCHOOL,-80.2377078,25.7307897
HUMAN FIRST INC,-73.6717969,40.6548253
HUNT MEMORIAL HOSPITAL DISTRICT,-96.1108066,33.1384488
HUNTSVILLE INDEPENDENT SCHOOL DISTRICT,-95.5507771,30.7235263
"HUVEPHARMA, INC.",-84.5963432,33.3968557
"IBERIA COMPREHENSIVE COMMUNITY HEALTH CENTER, INC.",-91.8187285,30.0035365
IBM CORPORATION,-73.7776336,41.2709274
IBM CORPORATION,-73.9209701,41.7003713
IBM CORPORATION,-73.2133715,41.4793072
IBM CORPORATION,-84.3733147,33.9304352
IBM CORPORATION,-88.3420398,43.105008
IBM CORPORATION,-74.9218324,39.8912248
IBM CORPORATION,-84.1554987,40.2842164
IBM CORPORATION,-73.8087442,41.5839823
IBM CORPORATION,-80.0580969,26.7753405
IBM CORPORATION,-82.2542834,34.7370639
"ICF RESOURCES, LLC",-121.4943996,38.5815719
"IDEAL PET CARE, INC.",-118.081733,33.9022367
IDOL SOFT INC,-87.9756175,41.7958639
IGNITE CONCEPTS INC,-87.7300594,42.0044757
IHA HEALTH SERVICES CORPORATION,-84.0205029,42.3180919
"IKNOWVATE TECHNOLOGIES, INC.",-82.9195514,42.5868882
"ILIKEBUS, INC.",-77.1772604,38.9338676
"IMAGE TREND, INC.",-93.24272,44.6496868
IMATRIX CORP.,-76.8317325,38.8779723
IMPROVEMENT PATH SYSTEMS,-83.1338214,42.680588
"IN2GREAT, LLC",-82.5514869,35.5950581
INC RESEARCH LLC,-74.9512785,40.3642728
INCYTE CORPORATION,-75.5913178,39.8717773
"INDEPENDENT HEALTH ASSOCIATION, INC.",-78.7378091,42.963947
"INDEPENDENT PHYSICIANS RESOURCE, INC.",-116.2155619,33.7205771
"INDEPENDENT SCHOOL DISTRICT #57, GARFIELD COUNTY",-97.8783911,36.3955891
"INDEVCO PLASTICS, INC.",-94.7404891,32.5007037
INDIANA UNIVERSITY,-87.3464271,41.5933696
"INDSOFT, INC.",-87.6300207,40.124481
INDUS CONSULTANCY SERVICES INC,-74.0754189,40.9445428
INDUSTRIAL STAFFING SERVICES,-73.5251253,40.7684331
"INFOGROUP, INC",-96.0422378,41.1544432
INFOMART2000 CORPORATION,-80.2497707,26.2128609
"INFOMET, INC.",-93.3871758,45.1977428
INFOPRO LTD,-75.6274583,40.0325817
"INFOQUEST CONSULTING GROUP, INC.",-78.8336218,35.6512655
"INFORMATION ASSET, LLC",-73.9912493,41.010653
INFOSYS LIMITED,-104.8970678,39.536482
INFOSYS LIMITED,-74.0253715,40.7663711
INFOSYS LIMITED,-87.7808967,42.09975
INFOSYS LIMITED,-73.1709604,44.4669941
INFOSYS LIMITED,-90.1323087,32.4284761
INFOSYS LIMITED,-121.082167,38.6857367
INFOSYS LIMITED,-76.7802528,39.4195499
INFOSYS LIMITED,-81.51901,41.4483869
INFOSYS LIMITED,-84.2866083,39.6428362
INFOSYS LIMITED,-88.0384195,42.888627
INFOSYS LIMITED,-75.7032742,40.0064958
INFOSYS LIMITED,-74.5316938,40.3806901
INFOSYS LIMITED,-88.0683955,41.6986416
INFOSYS LIMITED,-76.6502468,40.2859239
INFOSYS LIMITED,-118.8820414,34.285558
INFOSYS LIMITED,-70.9494938,42.466763
INFOSYS LIMITED,-71.3646694,41.767455
INFOSYS LIMITED,-84.5588311,38.2097967
INFOSYS LIMITED,-118.072846,34.0805651
INFOSYS LIMITED,-73.7845651,43.0831301
"INFOSYS SOLUTIONS, INC.",-93.6091064,41.6005448
"INFOSYS SOLUTIONS, INC.",-90.2031313,29.9404826
INFOTECH DYNAMICS INC,-100.3509665,44.3683156
INFOTECH PRISM LLC,-84.170196,33.8081608
"INFOTRAX SYSTEMS, L.C.",-85.3782795,32.6454116
INFOVILLE INC.,-81.655651,30.3321838
INGURAN LLC,-88.4470508,43.7730448
"INNOVATIVE SYSTEMS GROUP, INC.",-88.0670118,41.8775293
"INOVALON, INC.",-76.7791365,39.0067768
"INOVALON, INC.",-84.0199108,33.857328
"INSIDESALES.COM, INC",-111.6585337,40.2338438
INTEGRA LIFESCIENCES CORPORATION,-74.585292,40.3382543
"INTEGRAL CONSULTING SERVICES, INC.",-76.6977522,39.3359385
INTEGRATED MERCHANDISING SYSTEMS LLC,-87.7825621,42.0405852
"INTEGRATED RESOURCES, INC",-71.2289641,42.4430372
"INTEGRATED RESOURCES, INC",-74.5596879,39.4928235
"INTEGRATED STATISTICS, INC.",-70.6730857,41.5264977
INTEL CORPORATION,-98.3802925,29.515508
INTEL CORPORATION,-122.8670454,45.4942838
INTEL CORPORATION,-112.0339645,43.4916514
INTELLECTUAL PROPERTY LAW GROUP LLP,-121.8863286,37.3382082
"INTENSIVO, LLC",-90.1842764,38.8906038
INTEPLAST GROUP CORPORATION,-96.5424743,28.8394332
"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.",-111.9388258,40.6677248
INTERFACE REHAB INC.,-120.4829677,37.3021632
INTERFACE REHAB INC.,-117.8903397,34.0900091
INTERFACE REHAB INC.,-118.4849365,34.235822
INTERFACE REHAB INC.,-115.530267,32.9786566
INTERFACE REHAB INC.,-121.6169108,39.1404477
INTERGRAPH CORPORATION,-86.7483318,34.6992579
"INTERGRO RESOURCES, INC.",-118.096735,33.9830688
"INTERPORT FREIGHT SYSTEMS, INC.",-118.3525748,33.9164032
"INTETICS, CO.",-87.7228384,42.0722513
INTONE NETWORKS INC.,-73.8587461,41.0762077
INTOUCH SOLUTIONS INC.,-94.6707917,38.9822282
"INVENSYS SYSTEMS, INC.",-71.2478251,42.0653812
INVENTIV HEALTH CLINICAL LLC,-86.01335,39.9567548
INVENTIV HEALTH CLINICAL LLC,-74.3632049,40.5431598
"INVENTIV HEALTH CLINICAL SRE, LLC",-73.760537,42.7477661
"INVENTIV HEALTH CLINICAL, LLC",-81.3178446,28.7588833
"INVESTMENT METRICS, LLC",-73.4686858,41.0771914
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY,-93.6319131,42.0307812
IPIVOT LLC,-79.0997347,36.0754183
"IRON MOUNTAIN INFORMATION MANAGEMENT, LLC",-74.1143091,40.6687141
IRONSHORE SERVICES INC.,-72.8284317,41.8437093
"ISYSTEMS, LLC",-73.1479068,44.5439375
IT & EBUSINESS CONSULTING SERVICES INC,-73.4820687,40.7442664
"IT RYSOURCES, INC.",-88.1856301,41.9950276
"ITC INFOTECH (USA), INC.",-95.4602763,29.3522632
"ITELLIGENCE, INC.",-82.3534727,36.3134397
"ITRACE FOUNDATION, INC.",-70.880049,42.5584283
"ITRACE FOUNDATION, INC.",-82.9976742,38.7317431
"ITRON, INC.",-83.04293,34.759818
"ITS LOGISTICS, INC.",-82.1451096,34.9378962
"ITS REGIONAL, LLC",-90.1528519,29.9840922
"IW GROUP, INC.",-118.3617443,34.0900091
"IWP, LLC",-75.1298939,40.3101063
J. CRAIG VENTER INSTITUTE,-117.2712717,32.8328112
"J. KNIPPER AND COMPANY, INC.",-74.4884868,40.497604
"J. KNIPPER AND COMPANY, INC.",-74.2097014,40.082129
JACKSON FAMILY WINES,-122.4580356,38.291859
"JACKSON THERAPY PARTNERS HOLDINGS, LLC",-84.3538128,33.5215013
"JACKSON THERAPY PARTNERS HOLDINGS, LLC",-95.2705042,31.963778
"JACKSON THERAPY PARTNERS HOLDINGS, LLC",-75.1253492,40.0697037
"JAK DIVERSIFIED II, INC.",-74.3018154,40.8409329
"JAMES KRING, INC.",-122.1180201,37.8857582
JANILINK CORPORATION,-84.2832564,33.8981579
"JANSSEN RESEARCH & DEVELOPMENT, LLC",-75.2276756,40.1853862
JAVAJI SYSTEMS SOLUTIONS INC,-121.8253906,47.5287132
JC HORIZON LTD,-88.2120315,41.632223
JDM SYSTEMS CONSULTANTS INC.,-83.1446485,42.4894801
"JE THOMPSON, INC",-97.1333453,33.6259414
JEAN MARTIN INC,-73.0931641,41.3164856
"JEDI VETERINARY ENTERPRISES, INC.",-78.8894682,38.0684692
"JENIKE & JOHANSON, INC.",-71.4244224,42.6766696
"JERRY EVANS SCHOOL OF MUSIC, INC",-88.1070127,41.8661403
"JND, INC.",-96.8899636,32.9756415
JOHN MILLEDGE ACADEMY,-83.2320991,33.0801429
"JOHN'S AUTOMOTIVE, INC.",-74.2090053,40.8259007
JOHNS HOPKINS HEALTH SYSTEM CORPORATION,-76.6246886,39.1626084
JOSEPH KUSHNER HEBREW ACADEMY,-74.3300842,40.7862871
JOURNAL SENTINEL INC.,-87.9064736,43.0389025
JOURNALISTIC. INC.,-79.0558445,35.9131996
"JOYNUS STAFFING, INC.",-85.0322444,33.0362218
"JUCA, INC.",-118.3884078,33.8491816
JUHUSYS LLC,-74.118476,40.9039878
"JUSTICE & SECURITY STRATEGIES, INC.",-80.2456045,25.9420377
JXG INC.,-74.1854209,40.8067546
K PAUL PROPERTIES,-86.158068,39.768403
KACEE TECHNOLOGIES INC,-88.2578582,42.1211364
KADLEC REGIONAL MEDICAL CENTER,-119.2844621,46.2856907
"KALIDY, LLC",-97.4780954,35.6528323
KALYPSO LP,-98.7319703,29.7946641
"KAMYA, INC.",-90.5462339,38.5950532
KANSAS STATE UNIVERSITY,-96.5716694,39.1836082
KANSAS STATE UNIVERSITY,-99.3267702,38.8791783
KATHERINE SHAW BETHEA HOSPITAL,-89.4795478,41.8389213
KBM GROUP LLC,-73.7176337,40.9700171
KELLOGG CRANKSHAFT COMPANY,-84.4013462,42.245869
KELLTON TECH INC,-74.4518188,40.4862157
KENT STATE UNIVERSITY,-81.3578859,41.1536674
KERRY INC.,-89.0317765,42.5083482
KEUN HYUNG PARK DVM INC.,-117.9389526,34.0686208
"KEURIG GREEN MOUNTAIN, INC.",-73.099194,44.4454432
KEYMOUZ TECHNOLOGIES INC,-86.4588768,34.5881461
KEYSTONE RURAL HEALTH CENTER,-77.6611022,39.9375911
KIMBERLY-CLARK CORPORATION,-88.462609,44.1858193
KING'S DAUGHTERS MEDICAL SPECIALTIES,-82.6379387,38.4784144
"KITWARE, INC.",-73.8183804,42.844668
KIVA SYSTEMS LLC,-71.0786653,42.5750939
"KLISH GROUP, INC.",-74.307282,40.4128551
KMART CORPORATION,-80.3553302,25.8195424
KNAPE & VOGT MANUFACTURING COMPANY,-85.6680863,42.9633599
KNAPP MEDICAL GROUP,-97.9908366,26.1595194
"KNOWLEDGE RESOURCES GROUP, INC",-84.3690918,33.6220542
KNOX CLINIC CORP,-90.3712395,40.9478158
KOHLER COMPANY,-87.7817541,43.7391616
KORDATA LLC,-116.3915131,43.6121087
"KPIT INFOSYSTEMS, INC.",-77.7127535,36.1054312
"KRAFT FOODS GROUP, INC.",-87.7878408,42.0697509
KREMERS URBAN PHARMACEUTICALS INC.,-85.8902547,38.9592201
"KRONSYS, INC.",-78.8255621,35.823483
"KRYPT, INC.",-92.9952153,44.9530215
KS BILLING & ASSOCIATES INC,-73.8272029,40.6958108
"KSA TOUR, LLC.",-80.1439343,26.052311
"KUEBIX, LLC",-71.4495058,42.4334903
"KUKDONG APPAREL (AMERICA), INC.",-118.0831212,33.8658484
"L AND T TECHNOLOGY SERVICES, LTD.",-73.1183397,41.6062042
"L BRANDS DIRECT MARKETING, INC.",-82.8121191,39.9547861
L PERRIGO COMPANY,-85.8553031,42.5291989
"L.I. CHAMPION'S TAE KWON DO, INC.",-73.4742914,40.6806563
L&T TECHNOLOGY SERVICES LIMITED,-73.2006639,41.2428563
L&T TECHNOLOGY SERVICES LIMITED,-81.7640212,40.8436663
L&T TECHNOLOGY SERVICES LIMITED,-79.7625625,34.1954331
L&T TECHNOLOGY SERVICES LIMITED,-85.222184,39.3000511
L&T TECHNOLOGY SERVICES LIMITED,-87.9183919,41.7489203
L&T TECHNOLOGY SERVICES LIMITED,-87.9130007,42.7600616
L&T TECHNOLOGY SERVICES LIMITED,-88.0814651,42.1608585
L&T TECHNOLOGY SERVICES LIMITED,-75.390458,40.5114885
L&T TECHNOLOGY SERVICES LIMITED,-86.1336033,40.486427
L&T TECHNOLOGY SERVICES LIMITED,-88.0314174,43.2159232
L&T TECHNOLOGY SERVICES LIMITED,-84.3796729,40.4369919
L&T TECHNOLOGY SERVICES LIMITED,-71.43284,42.4850931
L&T TECHNOLOGY SERVICES LIMITED,-92.8551933,44.0274641
"L&T TECHNOLOGY SERVICES, LTD.",-97.9578128,34.5023028
LA-Z-BOY INCORPORATED,-83.3977101,41.9164343
LAFOURCHE PARISH SCHOOL BOARD,-90.822871,29.7957633
LAKE WALES CHARTER SCHOOLS,-81.5859099,27.9014133
"LAKEVIEW INTERNAL MEDICINE, PA",-81.8778582,28.810823
"LANCESOFT, INC.",-74.5143232,40.9012101
"LANDAUER, INC.",-87.6022658,41.5425349
"LANDY ENERGY SERVICES, INC.",-96.1571833,29.7807878
LANGLEY ANIMAL CLINIC INC.,-76.9455301,38.9559442
"LANGUAGE LINK THERAPY, INC.",-80.271716,26.0573112
LANKENAU MEDICAL CENTER,-75.273018,39.9995913
LARSEN & TOUBRO INFOTECH LIMITED,-83.4659573,40.3344648
LARSEN & TOUBRO INFOTECH LIMITED,-95.9808179,36.7473114
LARSEN & TOUBRO INFOTECH LIMITED,-93.7121656,41.6266555
LARSEN & TOUBRO INFOTECH LIMITED,-74.1068091,40.826489
LARSEN & TOUBRO INFOTECH LIMITED,-75.2404607,39.830391
LARSEN & TOUBRO TECHNOLOGY SERVICES LTD.,-92.9980556,45.3375
"LAS CRUCES PHYSICIAN PRACTICE, LLC",-106.7636538,32.3199396
LAS CUMBRES OBSERVATORY GLOBAL TELESCOPE NETWORK,-119.8276389,34.4358294
"LAWNWOOD CARDIOVASCULAR SURGERY, LLC",-80.1008762,26.5909025
LAWRENCE UNIVERSITY OF WISCONSIN,-88.4153847,44.2619309
"LC LANDSCAPING, INC.",-70.2881124,41.6524911
LEAD IT CORPORATION,-108.2186856,36.7280583
LEAD IT CORPORATION,-90.2290098,39.733936
LEADER DOGS FOR THE BLIND,-83.1499322,42.6583661
"LEDVANCE, LLC",-71.1724467,42.5481714
LEEWARD INTERNATIONAL INC,-74.0116536,40.8932469
LEOPARD INC,-74.2287333,40.6955044
LETHYA GROUP INC.,-73.6119129,40.6686336
"LHP SOFTWARE, LLC",-122.3340474,48.421216
LIBERTY INDEPENDENT SCHOOL DISTRICT,-94.7954783,30.057993
"LIBERTYCOM, LLC",-75.232664,43.100903
"LIEM SOM OEI, M.D., P.C.",-96.4003069,42.4999942
LIFESPAN PHYSICIAN GROUP INC.,-71.3128285,41.4901024
LIGHTNING SOURCE INC.,-84.5603187,39.3454673
"LIIAMRA BUSINESS STRATEGIES, INC",-73.3579049,41.1414717
"LIIAMRA BUSINESS STRATEGIES, INC",-73.7048532,40.7237133
LINCOLN NATIONAL CORPORATION,-75.3754599,40.043912
